material_id,formula_pretty,n_elements,contains_transition_metal,formation_energy_per_atom,energy_per_atom,band_gap,is_semiconductor,density,volume,elements
mp-759474,LiFe2(BO3)2,4,True,-0.3177262302011492,-0.1776602166551108,0.1233272539663871,True,-0.3485464965381514,0.1650113797984994,"['B', 'Fe', 'Li', 'O']"
mp-1031034,LiMg6CrO8,4,False,-0.949334686234838,0.183497293523601,1.333230991198056,True,-0.0704781573627612,-0.8003937232898051,"['Cr', 'Li', 'Mg', 'O']"
mp-768691,Li4Cr3CoO8,4,True,-0.2823709514175404,-0.0465120951941603,-0.3009414134181131,False,0.3656651666557853,-0.4108361793496778,"['Co', 'Cr', 'Li', 'O']"
mp-7080,Li5(NiN)3,3,True,1.6870384653021349,-0.0015926791203438,-0.8682128617659177,False,-0.2500030178414164,-0.8791503534589089,"['Li', 'N', 'Ni']"
mp-773139,Li4V3Sb5O16,4,False,-0.1331156829699725,0.1078331540890281,-0.0053210811805248,False,0.7088525219118417,-0.1959840151720771,"['Li', 'O', 'Sb', 'V']"
mp-753977,Li4Mn3(OF3)2,4,True,-0.8288682334101851,0.2272542033973643,0.9340148943421648,True,-0.2796988846288266,-0.2637686136038623,"['F', 'Li', 'Mn', 'O']"
mp-760347,Li4Ti3VO8,4,False,-0.969255285108122,-0.16741792621317,-0.8682128617659177,False,0.0702696759901768,-0.8024661153236532,"['Li', 'O', 'Ti', 'V']"
mp-543044,BaLiAlF6,4,False,-2.075022962698845,0.3771538686092671,4.177577971646203,False,0.1057486056853858,0.1616505432260387,"['Al', 'Ba', 'F', 'Li']"
mp-1247100,BaLiN,3,False,1.6423507944501166,0.7952269942654325,-0.8682128617659177,False,0.5137913988953926,-0.5662698470393258,"['Ba', 'Li', 'N']"
mp-973415,LiLa3,2,False,2.3311689254180656,-4.492356485777065,-0.8682128617659177,False,1.1513991638557597,-0.4955625518991055,"['La', 'Li']"
mp-2209216,Li8Zn2Ge3,3,False,1.7324624223230964,0.2429219067284437,-0.8682128617659177,False,-0.209275083692174,-0.1103175647781263,"['Ge', 'Li', 'Zn']"
mp-754476,Li2Mn2FeO6,4,True,0.0488931202521137,-0.0388784104479863,-0.8682128617659177,False,0.3222159223410113,-0.6136062537774465,"['Fe', 'Li', 'Mn', 'O']"
